question_id,variant,user_input,retrieved_contexts,reference,llm_context_precision_with_reference,context_recall,retrieval_latency_ms
gd_011,stronger_reranker,What is the difference between the Percentage Method and Wage Bracket Method?,"['Percentage Method or Wage Bracket Method tables. This results in higher withholding for the employee. If the employee chooses one of the other options from this step, the higher withholding is in- cluded with any other additional tax amounts per pay pe- riod in Step 4(c). Tip: Consider advising employees to use the IRS T ax Withholding Estimator, available at /W4App, when completing Form W -4 if they expect to work only part of the year; receive dividends, capital gains, social security, bonuses, or business income; are subject to the Addi- tional Medicare T ax or Net Investment Income T ax; or they prefer the most accurate withholding for multiple job situa- tions. Step 3. Employers use', 'less than $100,000) and up to 10 allowances. If you can’t use the Wage Bracket Method tables because taxable wages exceed the amount from the last bracket of the table (based on marital status and pay period) or the employee claimed more than 10 allowances, use the Percentage Method ta- bles in section 5. Periodic payments of pensions or annuities with a 2021 or earlier Form W -4P . In lieu of Worksheet 1B and the Percentage Method tables in section 1, you may use Worksheet 3 and the Wage Bracket Method tables in this section to figure federal income tax withholding on peri- odic payments of pensions or annuities with a 2021 or ear- lier Form W -4P . As an alternative, if you prefer to use', 'Percentage Method Tables for Automated Payroll Systems and Withholding on Periodic Payments of Pensions and Annuities ............................ 10 2. Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later ......................... 13 3. Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2019 or Earlier ........................ 28 4. Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later ......................... 57 5. Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2019 or Earlier ........................ 63 6. Alternative Methods for Figuring Withholding', 'Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. 4. Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later If you compute payroll manually, your employee has sub- mitted a Form W-4 for 2020 or later, and you prefer to use the Percentage Method or you can’t use the Wage Bracket Method tables because the employee’s annual wages ex- ceed the amount from the last bracket of the table (based on marital status and pay period), use the worksheet be- low and the Percentage Method tables that follow to figure federal income tax', 'limited amount of annual wages (generally, less than $100,000). If you can’t use the Wage Bracket Method tables because taxable wages exceed the amount from the last bracket of the table (based on filing status and pay period), use the Percentage Method tables in section 4. Worksheet 2. Employer’s Withholding Worksheet for Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later Keep for Your Records Table 5 Monthly Semimonthly Biweekly Weekly Daily 12 24 26 52 260 Step 1. Adjust the employee’s wage amount 1a Enter the employee’s total taxable wages this payroll period ............................. 1a $ 1b Enter the number of pay periods you have per year (see']","Publication 15-T provides both Percentage Method and Wage Bracket Method tables. The Wage Bracket Method is used for manual payroll systems and has tables organized by wage ranges, filing status, payroll period, and withholding choices. The publication also provides Percentage Method tables for automated and manual payroll systems.",0.249999999975,1.0,1827.5039999998626
gd_012,stronger_reranker,When should the Percentage Method tables be used instead of the Wage Bracket Method tables?,"['less than $100,000) and up to 10 allowances. If you can’t use the Wage Bracket Method tables because taxable wages exceed the amount from the last bracket of the table (based on marital status and pay period) or the employee claimed more than 10 allowances, use the Percentage Method ta- bles in section 5. Periodic payments of pensions or annuities with a 2021 or earlier Form W -4P . In lieu of Worksheet 1B and the Percentage Method tables in section 1, you may use Worksheet 3 and the Wage Bracket Method tables in this section to figure federal income tax withholding on peri- odic payments of pensions or annuities with a 2021 or ear- lier Form W -4P . As an alternative, if you prefer to use', 'Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. 5. Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2019 or Earlier If you compute payroll manually and your employee has not submitted a Form W-4 for 2020 or later, and you prefer to use the Percentage Method or you can’t use the Wage Bracket Method tables because the employee’s annual wages exceed the amount from the last bracket of the ta- ble (based on marital status and pay period) or the em- ployee claimed more than 10 allowances, use the work- sheet below and the Percentage', 'Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. 4. Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later If you compute payroll manually, your employee has sub- mitted a Form W-4 for 2020 or later, and you prefer to use the Percentage Method or you can’t use the Wage Bracket Method tables because the employee’s annual wages ex- ceed the amount from the last bracket of the table (based on marital status and pay period), use the worksheet be- low and the Percentage Method tables that follow to figure federal income tax', 'limited amount of annual wages (generally, less than $100,000). If you can’t use the Wage Bracket Method tables because taxable wages exceed the amount from the last bracket of the table (based on filing status and pay period), use the Percentage Method tables in section 4. Worksheet 2. Employer’s Withholding Worksheet for Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later Keep for Your Records Table 5 Monthly Semimonthly Biweekly Weekly Daily 12 24 26 52 260 Step 1. Adjust the employee’s wage amount 1a Enter the employee’s total taxable wages this payroll period ............................. 1a $ 1b Enter the number of pay periods you have per year (see', 'or annuities with a 2021 or ear- lier Form W -4P . As an alternative, if you prefer to use the Wage Bracket Method of withholding, you may use Work- sheet 3 and the Wage Bracket Method tables in section 3 to figure federal income tax withholding on periodic pay- ments of pensions or annuities with a 2021 or earlier Form W-4P . Worksheet 5. Employer’s Withholding Worksheet for Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2019 or Earlier Keep for Your Records Table 7 Annually Semiannually Quarterly Monthly Semimonthly Biweekly Weekly Daily $4,300 $2,150 $1,075 $358 $179 $165 $83 $17 Step 1. Adjust the employee’s wage amount 1a Enter the employee’s total taxable']","For 2019 or earlier Forms W-4, if the Wage Bracket Method cannot be used because taxable wages exceed the amount from the last bracket or the employee claimed more than 10 allowances, the Percentage Method tables should be used.",0.8874999999778125,1.0,1096.1998000002495
gd_013,stronger_reranker,What is the special withholding adjustment for nonresident alien employees?,"['of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4, be sure to use T able 2 when adding an amount to their wages for figuring federal income tax withholding. See Withholding Adjustment for Nonresident Alien Em- ployees, later, for more information. For more information, see T reasury Decision 9924, 2020-44 I.R.B. 943, available at /irb/ 2020-44_IRB#TD-9924. Withholding Adjustment for Nonresident Alien Employees Instruct nonresident aliens to see Notice 1392, Supple- mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed', 'applicable before 2020. For more information about lock -in letters, see sec- tion 9 of Pub. 15. For lock -in letters based on 2019 or ear- lier Forms W -4, you may use this optional computational bridge to comply with the requirement to withhold based on the maximum withholding allowances and filing status permitted in the lock-in letter. Nonresident alien employees. Y ou may use this com- putational bridge to convert a nonresident alien employ- ee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4. However, for the second adjustment of the computa- tional bridge, always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or', 'the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the employer. Example. An employer pays wages of $300 for a weekly payroll period to a married nonresident alien em- ployee. The nonresident alien has a properly completed 2019 Form W-4 on file with the employer that shows mari- tal status as “Single” with one withholding allowance and indicated status as a nonresident alien on Form W -4, line 6 (see Nonresident alien employee’s Form W-4 in sec- tion 9 of Pub. 15 for details on how a 2026 Form W-4 must be completed). The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid', 'mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed next to figure the amount of federal income tax to withhold from the wages of nonresident alien employees performing services within the United States. This procedure only applies to nonresident alien em- ployees who have wages subject to income tax withhold- ing. Caution: Nonresident alien students from India and business apprentices from India aren’t subject to this pro- cedure. Instructions. T o figure how much federal income tax to withhold from the wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1.']",Employers must use the special procedure in Publication 15-T to figure federal income tax withholding for nonresident alien employees performing services within the United States when their wages are subject to income tax withholding. The procedure determines whether Table 1 or Table 2 applies and adds the applicable amount to wages solely for calculating federal income tax withholding.,0.99999999998,1.0,1555.8303999996497
gd_014,stronger_reranker,Are nonresident alien students from India subject to the special withholding adjustment procedure?,"['mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed next to figure the amount of federal income tax to withhold from the wages of nonresident alien employees performing services within the United States. This procedure only applies to nonresident alien em- ployees who have wages subject to income tax withhold- ing. Caution: Nonresident alien students from India and business apprentices from India aren’t subject to this pro- cedure. Instructions. T o figure how much federal income tax to withhold from the wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1.', 'always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4, be sure to use T able 2 when adding an amount to their wages for figuring federal income tax withholding. See Withholding Adjustment for Nonresident Alien Em- ployees, later, for more information. For more information, see T reasury Decision 9924, 2020-44 I.R.B. 943, available at /irb/ 2020-44_IRB#TD-9924. Withholding Adjustment for Nonresident Alien Employees Instruct nonresident aliens to see Notice 1392, Supple- mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed', 'of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'applicable before 2020. For more information about lock -in letters, see sec- tion 9 of Pub. 15. For lock -in letters based on 2019 or ear- lier Forms W -4, you may use this optional computational bridge to comply with the requirement to withhold based on the maximum withholding allowances and filing status permitted in the lock-in letter. Nonresident alien employees. Y ou may use this com- putational bridge to convert a nonresident alien employ- ee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4. However, for the second adjustment of the computa- tional bridge, always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or', 'W -4P shall have no federal in- come tax withheld from their periodic pension or annuity payments. Regardless of the Form W -4P used, generally a payee who is a U.S. citizen or a resident alien isn’t per- mitted to elect no withholding on payments that are to be delivered outside of the United States or its territories. Withholding on periodic pension and annuity pay- ments to nonresident aliens and foreign estates. Withholding methods on periodic pension and annuity payments discussed in this publication don’t apply to non- resident aliens and foreign estates. See Pub. 515, With- holding of T ax on Nonresident Aliens and Foreign Entities, for more information. Substitute Submissions of']",No. Nonresident alien students from India and business apprentices from India are not subject to the special withholding adjustment procedure described for nonresident alien employees.,0.8666666666377778,0.5,1608.0097000003661
gd_015,stronger_reranker,How much additional income is added for a weekly payroll period under Table 1 for a nonresident alien employee who was first paid before 2020 and has not submitted a 2020 or later Form W-4?,"['wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1. Determine if the nonresident alien employee has submitted a Form W -4 for 2020 or later or an earlier Form W-4. Then add to the wages paid to the nonresident alien employee for the payroll period the amount for the applica- ble type of Form W-4 and payroll period. If the nonresident alien employee was first paid wages before 2020 and has not submitted a Form W -4 for 2020 or later, add the amount shown in T able 1 to their wages for calculating federal income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly', 'income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly ........................... 453.80 Semimonthly ........................ 491.70 Monthly ........................... 983.30 Quarterly .......................... 2,950.00 Semiannually ........................ 5,900.00 Annually ........................... 11,800.00 Daily or Miscellaneous (each day of the payroll period) ............................ 45.40 If the nonresident alien employee has submitted a Form W-4 for 2020 or later or was first paid wages in 2020 or later, add the amount shown in T able 2 to their wages for calculating federal income tax withholding. 6 (2026)', 'the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the employer. Example. An employer pays wages of $300 for a weekly payroll period to a married nonresident alien em- ployee. The nonresident alien has a properly completed 2019 Form W-4 on file with the employer that shows mari- tal status as “Single” with one withholding allowance and indicated status as a nonresident alien on Form W -4, line 6 (see Nonresident alien employee’s Form W-4 in sec- tion 9 of Pub. 15 for details on how a 2026 Form W-4 must be completed). The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid', 'The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid the amount of $226.90 from T able 1 under Step 1 ($526.90 total). The employer has a manual payroll system and prefers to use the Wage Bracket Method tables to figure withholding. The employer will use Worksheet 3 and the withholding tables in section 3 to de- termine the income tax withholding for the nonresident alien employee. In this example, the employer would with- hold $31 in federal income tax from the weekly wages of the nonresident alien employee. The $226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the', 'always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4, be sure to use T able 2 when adding an amount to their wages for figuring federal income tax withholding. See Withholding Adjustment for Nonresident Alien Em- ployees, later, for more information. For more information, see T reasury Decision 9924, 2020-44 I.R.B. 943, available at /irb/ 2020-44_IRB#TD-9924. Withholding Adjustment for Nonresident Alien Employees Instruct nonresident aliens to see Notice 1392, Supple- mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed']","For a weekly payroll period, $226.90 is added to wages under Table 1.",0.9166666666361111,1.0,1993.1411999996271
gd_016,stronger_reranker,How much additional income is added for a weekly payroll period under Table 2?,"['Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. Table 2 Payroll period Add additional Weekly ............................ $309.60 Biweekly ........................... 619.20 Semimonthly ........................ 670.80 Monthly ........................... 1,341.70 Quarterly .......................... 4,025.00 Semiannually ........................ 8,050.00 Annually ........................... 16,100.00 Daily or Miscellaneous (each day of the payroll period) ............................ 61.90 Step 2. Enter the amount figured in Step 1, earlier, as the total', 'income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly ........................... 453.80 Semimonthly ........................ 491.70 Monthly ........................... 983.30 Quarterly .......................... 2,950.00 Semiannually ........................ 5,900.00 Annually ........................... 11,800.00 Daily or Miscellaneous (each day of the payroll period) ............................ 45.40 If the nonresident alien employee has submitted a Form W-4 for 2020 or later or was first paid wages in 2020 or later, add the amount shown in T able 2 to their wages for calculating federal income tax withholding. 6 (2026)', 'The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid the amount of $226.90 from T able 1 under Step 1 ($526.90 total). The employer has a manual payroll system and prefers to use the Wage Bracket Method tables to figure withholding. The employer will use Worksheet 3 and the withholding tables in section 3 to de- termine the income tax withholding for the nonresident alien employee. In this example, the employer would with- hold $31 in federal income tax from the weekly wages of the nonresident alien employee. The $226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the', 'limited amount of annual wages (generally, less than $100,000). If you can’t use the Wage Bracket Method tables because taxable wages exceed the amount from the last bracket of the table (based on filing status and pay period), use the Percentage Method tables in section 4. Worksheet 2. Employer’s Withholding Worksheet for Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later Keep for Your Records Table 5 Monthly Semimonthly Biweekly Weekly Daily 12 24 26 52 260 Step 1. Adjust the employee’s wage amount 1a Enter the employee’s total taxable wages this payroll period ............................. 1a $ 1b Enter the number of pay periods you have per year (see', 'Worksheet 1A. Employer’s Withholding Worksheet for Percentage Method Tables for Automated Payroll Systems Keep for Your Records Table 3 Semiannually Quarterly Monthly Semimonthly Biweekly Weekly Daily 2 4 12 24 26 52 260 Step 1. Adjust the employee’s payment amount 1a Enter the employee’s total taxable wages this payroll period .................................. 1a $ 1b Enter the number of pay periods you have per year (see T able 3)............................... 1b 1c Multiply the amount on line 1a by the number on line 1b ..................................... 1c $ If the employee HAS submitted a Form W-4 for 2020 or later, figure the Adjusted Annual Wage Amount as follows. 1d Enter the']","For a weekly payroll period, $309.60 is added to wages under Table 2.",0.9999999999,1.0,1761.1158999998224
gd_017,stronger_reranker,How much additional income is added under Table 2 for a monthly payroll period?,"['Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. Table 2 Payroll period Add additional Weekly ............................ $309.60 Biweekly ........................... 619.20 Semimonthly ........................ 670.80 Monthly ........................... 1,341.70 Quarterly .......................... 4,025.00 Semiannually ........................ 8,050.00 Annually ........................... 16,100.00 Daily or Miscellaneous (each day of the payroll period) ............................ 61.90 Step 2. Enter the amount figured in Step 1, earlier, as the total', 'income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly ........................... 453.80 Semimonthly ........................ 491.70 Monthly ........................... 983.30 Quarterly .......................... 2,950.00 Semiannually ........................ 5,900.00 Annually ........................... 11,800.00 Daily or Miscellaneous (each day of the payroll period) ............................ 45.40 If the nonresident alien employee has submitted a Form W-4 for 2020 or later or was first paid wages in 2020 or later, add the amount shown in T able 2 to their wages for calculating federal income tax withholding. 6 (2026)', 'payroll period) ............................ 61.90 Step 2. Enter the amount figured in Step 1, earlier, as the total taxable wages on line 1a of the withholding work- sheet that you use to figure federal income tax withhold- ing. The amounts from T ables 1 and 2 are added to wages solely for calculating income tax withholding on the wages of the nonresident alien employee. The amounts from the tables shouldn’t be included in any box on the employee’s Form W-2 and don’t increase the income tax liability of the employee. Also, the amounts from the tables don’t in- crease the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the', 'limited amount of annual wages (generally, less than $100,000). If you can’t use the Wage Bracket Method tables because taxable wages exceed the amount from the last bracket of the table (based on filing status and pay period), use the Percentage Method tables in section 4. Worksheet 2. Employer’s Withholding Worksheet for Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later Keep for Your Records Table 5 Monthly Semimonthly Biweekly Weekly Daily 12 24 26 52 260 Step 1. Adjust the employee’s wage amount 1a Enter the employee’s total taxable wages this payroll period ............................. 1a $ 1b Enter the number of pay periods you have per year (see', 'The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid the amount of $226.90 from T able 1 under Step 1 ($526.90 total). The employer has a manual payroll system and prefers to use the Wage Bracket Method tables to figure withholding. The employer will use Worksheet 3 and the withholding tables in section 3 to de- termine the income tax withholding for the nonresident alien employee. In this example, the employer would with- hold $31 in federal income tax from the weekly wages of the nonresident alien employee. The $226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the']","For a monthly payroll period, $1,341.70 is added to wages under Table 2.",0.9999999999,1.0,1788.6496000000989
gd_018,stronger_reranker,Are the additional amounts from Tables 1 and 2 reported on Form W-2?,"['payroll period) ............................ 61.90 Step 2. Enter the amount figured in Step 1, earlier, as the total taxable wages on line 1a of the withholding work- sheet that you use to figure federal income tax withhold- ing. The amounts from T ables 1 and 2 are added to wages solely for calculating income tax withholding on the wages of the nonresident alien employee. The amounts from the tables shouldn’t be included in any box on the employee’s Form W-2 and don’t increase the income tax liability of the employee. Also, the amounts from the tables don’t in- crease the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the', 'for 2022 or later AND Step 2(b)(iii) of Form W-4P contains a non-zero amount, complete Parts I, II, and III of Step 2. Otherwise, complete Parts I and III only. Part I: If the payee HAS submitted a Form W-4P for 2022 or later AND Step 2(b)(iii) of Form W-4P contains a non-zero amount, complete lines 2a–2c and then resume on line 2e. Otherwise, begin on line 2d. 2a Enter the amount from Step 2(b)(iii) of Form W-4P ........................................... 2a $ 2b Enter $12,900 if the taxpayer is married filing jointly or $8,600 otherwise ............................. 2b $ 2c Subtract line 2b from line 2a. (If the result is zero or less, enter -0-.) Then skip to line 2e ...................', '3, and/or 4 only if relevant to their personal situations. Steps 2, 3, and 4 show adjust- ments that affect withholding calculations. For employees who don’t complete any steps other than Step 1 and Step 5, employers withhold the amount based on the filing status, wage amounts, and payroll pe- riod. But see Exemption from withholding, later. For employees completing one or more of Steps 2, 3, and/or 4 on Form W-4, adjustments are as follows. Step 2. If the employee checks the box in Step 2, the employer figures withholding from the “Form W -4, Step 2, Checkbox” column in the Percentage Method or Wage Bracket Method tables. This results in higher withholding for the employee. If the employee', 'on a 2021 or earlier Form W-4P . Enter $8,600 if the payee’s filing status is “Single or Married filing separately” or $12,900 if the payee’s filing status is “Married filing jointly.” 3. Multiply the number of allowances claimed on line 2 of a payee’s 2021 or earlier Form W-4P by $4,300 and enter the result in Step 4(b) on a 2022 or later Form W-4P . 4. Enter the additional amount of withholding requested by the payee on line 3 of their 2021 or earlier Form W-4P in Step 4(c) of a 2022 or later Form W-4P . If you use this computational bridge, you will skip Steps 1(j)–(l) and any other instructions on Worksheet 1B that reference a 2021 or earlier Form W-4P . Caution: This computational', 'income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly ........................... 453.80 Semimonthly ........................ 491.70 Monthly ........................... 983.30 Quarterly .......................... 2,950.00 Semiannually ........................ 5,900.00 Annually ........................... 11,800.00 Daily or Miscellaneous (each day of the payroll period) ............................ 45.40 If the nonresident alien employee has submitted a Form W-4 for 2020 or later or was first paid wages in 2020 or later, add the amount shown in T able 2 to their wages for calculating federal income tax withholding. 6 (2026)']",No. The amounts added from Tables 1 and 2 are used solely for calculating federal income tax withholding. They should not be included in any box on Form W-2 and do not increase the employee's income tax liability.,0.699999999965,1.0,1832.1558999996341
gd_019,stronger_reranker,Do the amounts added from Tables 1 and 2 affect Social Security or Medicare taxes?,"['payroll period) ............................ 61.90 Step 2. Enter the amount figured in Step 1, earlier, as the total taxable wages on line 1a of the withholding work- sheet that you use to figure federal income tax withhold- ing. The amounts from T ables 1 and 2 are added to wages solely for calculating income tax withholding on the wages of the nonresident alien employee. The amounts from the tables shouldn’t be included in any box on the employee’s Form W-2 and don’t increase the income tax liability of the employee. Also, the amounts from the tables don’t in- crease the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the', '$226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the income tax liability of the employee. Also, the $226.90 added to wages doesn’t affect the social security tax or Medicare tax liability of the employer or the em- ployee, or the FUTA tax liability of the employer. Supplemental wage payment. This procedure for deter- mining the amount of federal income tax withholding for nonresident alien employees doesn’t apply to a supple- mental wage payment (see section 7 of Pub. 15) if the 37% mandatory flat rate withholding applies or if the 22% optional flat rate withholding is being used to figure in- come tax withholding on the', 'the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the employer. Example. An employer pays wages of $300 for a weekly payroll period to a married nonresident alien em- ployee. The nonresident alien has a properly completed 2019 Form W-4 on file with the employer that shows mari- tal status as “Single” with one withholding allowance and indicated status as a nonresident alien on Form W -4, line 6 (see Nonresident alien employee’s Form W-4 in sec- tion 9 of Pub. 15 for details on how a 2026 Form W-4 must be completed). The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid', 'income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly ........................... 453.80 Semimonthly ........................ 491.70 Monthly ........................... 983.30 Quarterly .......................... 2,950.00 Semiannually ........................ 5,900.00 Annually ........................... 11,800.00 Daily or Miscellaneous (each day of the payroll period) ............................ 45.40 If the nonresident alien employee has submitted a Form W-4 for 2020 or later or was first paid wages in 2020 or later, add the amount shown in T able 2 to their wages for calculating federal income tax withholding. 6 (2026)', 'Percentage Method or Wage Bracket Method tables. This results in higher withholding for the employee. If the employee chooses one of the other options from this step, the higher withholding is in- cluded with any other additional tax amounts per pay pe- riod in Step 4(c). Tip: Consider advising employees to use the IRS T ax Withholding Estimator, available at /W4App, when completing Form W -4 if they expect to work only part of the year; receive dividends, capital gains, social security, bonuses, or business income; are subject to the Addi- tional Medicare T ax or Net Investment Income T ax; or they prefer the most accurate withholding for multiple job situa- tions. Step 3. Employers use']",No. The amounts added from Tables 1 and 2 for the nonresident alien withholding adjustment do not increase the Social Security tax or Medicare tax liability of either the employer or employee. They also do not increase FUTA tax liability of the employer.,0.999999999975,1.0,1594.3785999998
gd_020,stronger_reranker,A nonresident alien employee earns $300 in weekly wages and has a qualifying 2019 Form W-4. What amount of wages is used for calculating federal income tax withholding under the example in Publication 15-T?,"['the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the employer. Example. An employer pays wages of $300 for a weekly payroll period to a married nonresident alien em- ployee. The nonresident alien has a properly completed 2019 Form W-4 on file with the employer that shows mari- tal status as “Single” with one withholding allowance and indicated status as a nonresident alien on Form W -4, line 6 (see Nonresident alien employee’s Form W-4 in sec- tion 9 of Pub. 15 for details on how a 2026 Form W-4 must be completed). The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid', 'always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4, be sure to use T able 2 when adding an amount to their wages for figuring federal income tax withholding. See Withholding Adjustment for Nonresident Alien Em- ployees, later, for more information. For more information, see T reasury Decision 9924, 2020-44 I.R.B. 943, available at /irb/ 2020-44_IRB#TD-9924. Withholding Adjustment for Nonresident Alien Employees Instruct nonresident aliens to see Notice 1392, Supple- mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed', 'The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid the amount of $226.90 from T able 1 under Step 1 ($526.90 total). The employer has a manual payroll system and prefers to use the Wage Bracket Method tables to figure withholding. The employer will use Worksheet 3 and the withholding tables in section 3 to de- termine the income tax withholding for the nonresident alien employee. In this example, the employer would with- hold $31 in federal income tax from the weekly wages of the nonresident alien employee. The $226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the', 'wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1. Determine if the nonresident alien employee has submitted a Form W -4 for 2020 or later or an earlier Form W-4. Then add to the wages paid to the nonresident alien employee for the payroll period the amount for the applica- ble type of Form W-4 and payroll period. If the nonresident alien employee was first paid wages before 2020 and has not submitted a Form W -4 for 2020 or later, add the amount shown in T able 1 to their wages for calculating federal income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly', 'mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed next to figure the amount of federal income tax to withhold from the wages of nonresident alien employees performing services within the United States. This procedure only applies to nonresident alien em- ployees who have wages subject to income tax withhold- ing. Caution: Nonresident alien students from India and business apprentices from India aren’t subject to this pro- cedure. Instructions. T o figure how much federal income tax to withhold from the wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1.']","The employer adds $226.90 from Table 1 to the $300 of weekly wages, resulting in $526.90 of wages used for calculating federal income tax withholding.",0.99999999998,1.0,1720.6400000004578
