question_id,top_k,user_input,retrieved_contexts,reference,llm_context_precision_with_reference,context_recall
gd_011,3,What is the difference between the Percentage Method and Wage Bracket Method?,"['at /pub/irs-irbs/irb99-04.pdf. Introduction This publication supplements Pub. 15, Employer’s T ax Guide. It describes how to figure withholding using the Wage Bracket Method or Percentage Method, describes the alternative methods for figuring withholding, and pro- vides the T ables for Withholding on Distributions of Indian Gaming Profits to T ribal Members. Although this publication may be used in certain situa- tions to figure federal income tax withholding on supple- mental wages, the methods of withholding described in this publication can’t be used if the 37% mandatory flat rate withholding applies or if the 22% optional flat rate withholding is used to figure federal income tax', 'Percentage Method or Wage Bracket Method tables. This results in higher withholding for the employee. If the employee chooses one of the other options from this step, the higher withholding is in- cluded with any other additional tax amounts per pay pe- riod in Step 4(c). Tip: Consider advising employees to use the IRS T ax Withholding Estimator, available at /W4App, when completing Form W -4 if they expect to work only part of the year; receive dividends, capital gains, social security, bonuses, or business income; are subject to the Addi- tional Medicare T ax or Net Investment Income T ax; or they prefer the most accurate withholding for multiple job situa- tions. Step 3. Employers use', 'less than $100,000) and up to 10 allowances. If you can’t use the Wage Bracket Method tables because taxable wages exceed the amount from the last bracket of the table (based on marital status and pay period) or the employee claimed more than 10 allowances, use the Percentage Method ta- bles in section 5. Periodic payments of pensions or annuities with a 2021 or earlier Form W -4P . In lieu of Worksheet 1B and the Percentage Method tables in section 1, you may use Worksheet 3 and the Wage Bracket Method tables in this section to figure federal income tax withholding on peri- odic payments of pensions or annuities with a 2021 or ear- lier Form W -4P . As an alternative, if you prefer to use']","Publication 15-T provides both Percentage Method and Wage Bracket Method tables. The Wage Bracket Method is used for manual payroll systems and has tables organized by wage ranges, filing status, payroll period, and withholding choices. The publication also provides Percentage Method tables for automated and manual payroll systems.",0.9999999999,0.0
gd_012,3,When should the Percentage Method tables be used instead of the Wage Bracket Method tables?,"['Percentage Method Tables for Automated Payroll Systems and Withholding on Periodic Payments of Pensions and Annuities ............................ 10 2. Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later ......................... 13 3. Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2019 or Earlier ........................ 28 4. Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later ......................... 57 5. Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2019 or Earlier ........................ 63 6. Alternative Methods for Figuring Withholding', 'Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. 4. Percentage Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later If you compute payroll manually, your employee has sub- mitted a Form W-4 for 2020 or later, and you prefer to use the Percentage Method or you can’t use the Wage Bracket Method tables because the employee’s annual wages ex- ceed the amount from the last bracket of the table (based on marital status and pay period), use the worksheet be- low and the Percentage Method tables that follow to figure federal income tax', 'limited amount of annual wages (generally, less than $100,000). If you can’t use the Wage Bracket Method tables because taxable wages exceed the amount from the last bracket of the table (based on filing status and pay period), use the Percentage Method tables in section 4. Worksheet 2. Employer’s Withholding Worksheet for Wage Bracket Method Tables for Manual Payroll Systems With Forms W-4 From 2020 or Later Keep for Your Records Table 5 Monthly Semimonthly Biweekly Weekly Daily 12 24 26 52 260 Step 1. Adjust the employee’s wage amount 1a Enter the employee’s total taxable wages this payroll period ............................. 1a $ 1b Enter the number of pay periods you have per year (see']","For 2019 or earlier Forms W-4, if the Wage Bracket Method cannot be used because taxable wages exceed the amount from the last bracket or the employee claimed more than 10 allowances, the Percentage Method tables should be used.",0.8333333332916666,1.0
gd_013,3,What is the special withholding adjustment for nonresident alien employees?,"['of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed next to figure the amount of federal income tax to withhold from the wages of nonresident alien employees performing services within the United States. This procedure only applies to nonresident alien em- ployees who have wages subject to income tax withhold- ing. Caution: Nonresident alien students from India and business apprentices from India aren’t subject to this pro- cedure. Instructions. T o figure how much federal income tax to withhold from the wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1.', 'wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1. Determine if the nonresident alien employee has submitted a Form W -4 for 2020 or later or an earlier Form W-4. Then add to the wages paid to the nonresident alien employee for the payroll period the amount for the applica- ble type of Form W-4 and payroll period. If the nonresident alien employee was first paid wages before 2020 and has not submitted a Form W -4 for 2020 or later, add the amount shown in T able 1 to their wages for calculating federal income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly']",Employers must use the special procedure in Publication 15-T to figure federal income tax withholding for nonresident alien employees performing services within the United States when their wages are subject to income tax withholding. The procedure determines whether Table 1 or Table 2 applies and adds the applicable amount to wages solely for calculating federal income tax withholding.,0.9999999999666667,1.0
gd_014,3,Are nonresident alien students from India subject to the special withholding adjustment procedure?,"['mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed next to figure the amount of federal income tax to withhold from the wages of nonresident alien employees performing services within the United States. This procedure only applies to nonresident alien em- ployees who have wages subject to income tax withhold- ing. Caution: Nonresident alien students from India and business apprentices from India aren’t subject to this pro- cedure. Instructions. T o figure how much federal income tax to withhold from the wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1.', 'of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4, be sure to use T able 2 when adding an amount to their wages for figuring federal income tax withholding. See Withholding Adjustment for Nonresident Alien Em- ployees, later, for more information. For more information, see T reasury Decision 9924, 2020-44 I.R.B. 943, available at /irb/ 2020-44_IRB#TD-9924. Withholding Adjustment for Nonresident Alien Employees Instruct nonresident aliens to see Notice 1392, Supple- mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed']",No. Nonresident alien students from India and business apprentices from India are not subject to the special withholding adjustment procedure described for nonresident alien employees.,0.8333333332916666,1.0
gd_015,3,How much additional income is added for a weekly payroll period under Table 1 for a nonresident alien employee who was first paid before 2020 and has not submitted a 2020 or later Form W-4?,"['wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1. Determine if the nonresident alien employee has submitted a Form W -4 for 2020 or later or an earlier Form W-4. Then add to the wages paid to the nonresident alien employee for the payroll period the amount for the applica- ble type of Form W-4 and payroll period. If the nonresident alien employee was first paid wages before 2020 and has not submitted a Form W -4 for 2020 or later, add the amount shown in T able 1 to their wages for calculating federal income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly', 'income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly ........................... 453.80 Semimonthly ........................ 491.70 Monthly ........................... 983.30 Quarterly .......................... 2,950.00 Semiannually ........................ 5,900.00 Annually ........................... 11,800.00 Daily or Miscellaneous (each day of the payroll period) ............................ 45.40 If the nonresident alien employee has submitted a Form W-4 for 2020 or later or was first paid wages in 2020 or later, add the amount shown in T able 2 to their wages for calculating federal income tax withholding. 6 (2026)', 'always enter $4,300 in Step 4(a) on a 2020 or later Form W -4. If you convert a nonresident alien em- ployee’s 2019 or earlier Form W -4 to a 2020 or later Form W-4, be sure to use T able 2 when adding an amount to their wages for figuring federal income tax withholding. See Withholding Adjustment for Nonresident Alien Em- ployees, later, for more information. For more information, see T reasury Decision 9924, 2020-44 I.R.B. 943, available at /irb/ 2020-44_IRB#TD-9924. Withholding Adjustment for Nonresident Alien Employees Instruct nonresident aliens to see Notice 1392, Supple- mental Form W -4 Instructions for Nonresident Aliens, be- fore completing Form W-4. Apply the procedure discussed']","For a weekly payroll period, $226.90 is added to wages under Table 1.",0.99999999995,1.0
gd_016,3,How much additional income is added for a weekly payroll period under Table 2?,"['income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly ........................... 453.80 Semimonthly ........................ 491.70 Monthly ........................... 983.30 Quarterly .......................... 2,950.00 Semiannually ........................ 5,900.00 Annually ........................... 11,800.00 Daily or Miscellaneous (each day of the payroll period) ............................ 45.40 If the nonresident alien employee has submitted a Form W-4 for 2020 or later or was first paid wages in 2020 or later, add the amount shown in T able 2 to their wages for calculating federal income tax withholding. 6 (2026)', 'payroll period) ............................ 61.90 Step 2. Enter the amount figured in Step 1, earlier, as the total taxable wages on line 1a of the withholding work- sheet that you use to figure federal income tax withhold- ing. The amounts from T ables 1 and 2 are added to wages solely for calculating income tax withholding on the wages of the nonresident alien employee. The amounts from the tables shouldn’t be included in any box on the employee’s Form W-2 and don’t increase the income tax liability of the employee. Also, the amounts from the tables don’t in- crease the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the', 'the amount on line 2e by the percentage on line 2d ................................... 2f $ 2g Add lines 2c and 2f .............................................................. 2g $ 2h Divide the amount on line 2g by the number of pay periods on line 1b. This is the Tentative Withholding Amount ............................................................ 2h $ Step 3. Account for tax credits 3a If the employee’s Form W-4 is from 2020 or later, enter the amount from Step 3 of that form; otherwise, enter -0- ...................................................................... 3a $ 3b Divide the amount on line 3a by the number of pay periods on line 1b ............................ 3b $ 3c']","For a weekly payroll period, $309.60 is added to wages under Table 2.",0.0,0.0
gd_017,3,How much additional income is added under Table 2 for a monthly payroll period?,"['income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly ........................... 453.80 Semimonthly ........................ 491.70 Monthly ........................... 983.30 Quarterly .......................... 2,950.00 Semiannually ........................ 5,900.00 Annually ........................... 11,800.00 Daily or Miscellaneous (each day of the payroll period) ............................ 45.40 If the nonresident alien employee has submitted a Form W-4 for 2020 or later or was first paid wages in 2020 or later, add the amount shown in T able 2 to their wages for calculating federal income tax withholding. 6 (2026)', 'payroll period) ............................ 61.90 Step 2. Enter the amount figured in Step 1, earlier, as the total taxable wages on line 1a of the withholding work- sheet that you use to figure federal income tax withhold- ing. The amounts from T ables 1 and 2 are added to wages solely for calculating income tax withholding on the wages of the nonresident alien employee. The amounts from the tables shouldn’t be included in any box on the employee’s Form W-2 and don’t increase the income tax liability of the employee. Also, the amounts from the tables don’t in- crease the social security tax or Medicare tax liability of the employer or the employee, or the FUTA tax liability of the', 'the amount on line 2e by the percentage on line 2d ................................... 2f $ 2g Add lines 2c and 2f .............................................................. 2g $ 2h Divide the amount on line 2g by the number of pay periods on line 1b. This is the Tentative Withholding Amount ............................................................ 2h $ Step 3. Account for tax credits 3a If the employee’s Form W-4 is from 2020 or later, enter the amount from Step 3 of that form; otherwise, enter -0- ...................................................................... 3a $ 3b Divide the amount on line 3a by the number of pay periods on line 1b ............................ 3b $ 3c']","For a monthly payroll period, $1,341.70 is added to wages under Table 2.",0.0,0.0
gd_018,3,Are the additional amounts from Tables 1 and 2 reported on Form W-2?,"['for 2022 or later AND Step 2(b)(iii) of Form W-4P contains a non-zero amount, complete Parts I, II, and III of Step 2. Otherwise, complete Parts I and III only. Part I: If the payee HAS submitted a Form W-4P for 2022 or later AND Step 2(b)(iii) of Form W-4P contains a non-zero amount, complete lines 2a–2c and then resume on line 2e. Otherwise, begin on line 2d. 2a Enter the amount from Step 2(b)(iii) of Form W-4P ........................................... 2a $ 2b Enter $12,900 if the taxpayer is married filing jointly or $8,600 otherwise ............................. 2b $ 2c Subtract line 2b from line 2a. (If the result is zero or less, enter -0-.) Then skip to line 2e ...................', 'employee HAS submitted a Form W-4 for 2020 or later, figure the Adjusted Annual Wage Amount as follows. 1d Enter the amount from Step 4(a) of the employee’s Form W-4 ................................. 1d $ 1e Add lines 1c and 1d .............................................................. 1e $ 1f Enter the amount from Step 4(b) of the employee’s Form W-4 ................................. 1f $ 1g If the box in Step 2 of Form W-4 is checked, enter -0-. If the box is not checked, enter $12,900 if the taxpayer is married filing jointly or $8,600 otherwise .............................................. 1g $ 1h Add lines 1f and 1g .............................................................. 1h', '2i $ 2j Add lines 2f and 2i ................................................................ 2j $ Part II: (Complete Part II if there is an amount on line 2a above. Skip Part II if there is an amount on line 2d above.) 2k Enter the amount from Step 2(b)(iii) of the payee’s Form W-4P , even if negative......................... 2k $ 2l Enter the payee’s Adjusted Annual Payment Amount from line 1i above, even if negative ................. 2l $ 2m Add lines 2k and 2l. If the result is zero or less, enter -0- ........................................ 2m $ 2n Find the row in the appropriate STANDARD Withholding Rate Schedules of the Annual Percentage Method table in which the amount on line 2m is']",No. The amounts added from Tables 1 and 2 are used solely for calculating federal income tax withholding. They should not be included in any box on Form W-2 and do not increase the employee's income tax liability.,0.0,0.0
gd_019,3,Do the amounts added from Tables 1 and 2 affect Social Security or Medicare taxes?,"['$226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the income tax liability of the employee. Also, the $226.90 added to wages doesn’t affect the social security tax or Medicare tax liability of the employer or the em- ployee, or the FUTA tax liability of the employer. Supplemental wage payment. This procedure for deter- mining the amount of federal income tax withholding for nonresident alien employees doesn’t apply to a supple- mental wage payment (see section 7 of Pub. 15) if the 37% mandatory flat rate withholding applies or if the 22% optional flat rate withholding is being used to figure in- come tax withholding on the', 'an employee’s updated Form W-4, if one is submitted by the employee, and the federal income tax withholding procedures in this publication to allow the em- ployee to account for their expected deduction and re- ceive more money in each paycheck instead of waiting un- til filing their income tax return to receive the full benefit of this deduction. Overtime compensation is still generally subject to both the employer share and employee share of social security tax and Medicare tax. Employers and other payers must file information re- turns (for example, Forms W -2, 1099 -MISC, and 1099-NEC) with the SSA or IRS, as applicable, and fur- nish statements to overtime recipients showing qualified', 'to account for their expected deduction and receive more money in each paycheck instead of waiting until filing their income tax return to receive the full benefit of this deduction. Tips are still generally subject to both the employer share and employee share of social security tax and Medicare tax if the tips received are $20 or more per month. Employers and other payers must file information re- turns (for example, Forms W -2, 1099 -MISC, and 1099-NEC) with the Social Security Administration (SSA) or IRS, as applicable, and furnish statements to tip recipi- ents showing cash tips received and the T reasury Tipped Occupation Code(s) of the tip recipient. However, the IRS has provided']",No. The amounts added from Tables 1 and 2 for the nonresident alien withholding adjustment do not increase the Social Security tax or Medicare tax liability of either the employer or employee. They also do not increase FUTA tax liability of the employer.,0.8333333332916666,1.0
gd_020,3,A nonresident alien employee earns $300 in weekly wages and has a qualifying 2019 Form W-4. What amount of wages is used for calculating federal income tax withholding under the example in Publication 15-T?,"['of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1. Determine if the nonresident alien employee has submitted a Form W -4 for 2020 or later or an earlier Form W-4. Then add to the wages paid to the nonresident alien employee for the payroll period the amount for the applica- ble type of Form W-4 and payroll period. If the nonresident alien employee was first paid wages before 2020 and has not submitted a Form W -4 for 2020 or later, add the amount shown in T able 1 to their wages for calculating federal income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly', 'The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid the amount of $226.90 from T able 1 under Step 1 ($526.90 total). The employer has a manual payroll system and prefers to use the Wage Bracket Method tables to figure withholding. The employer will use Worksheet 3 and the withholding tables in section 3 to de- termine the income tax withholding for the nonresident alien employee. In this example, the employer would with- hold $31 in federal income tax from the weekly wages of the nonresident alien employee. The $226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the']","The employer adds $226.90 from Table 1 to the $300 of weekly wages, resulting in $526.90 of wages used for calculating federal income tax withholding.",0.5833333333041666,1.0
gd_021,3,"In the $300 weekly wage example for a nonresident alien employee, how much federal income tax is withheld?","['of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1. Determine if the nonresident alien employee has submitted a Form W -4 for 2020 or later or an earlier Form W-4. Then add to the wages paid to the nonresident alien employee for the payroll period the amount for the applica- ble type of Form W-4 and payroll period. If the nonresident alien employee was first paid wages before 2020 and has not submitted a Form W -4 for 2020 or later, add the amount shown in T able 1 to their wages for calculating federal income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly', 'The employer determines the wages to be used in the withholding tables by adding to the $300 amount of wages paid the amount of $226.90 from T able 1 under Step 1 ($526.90 total). The employer has a manual payroll system and prefers to use the Wage Bracket Method tables to figure withholding. The employer will use Worksheet 3 and the withholding tables in section 3 to de- termine the income tax withholding for the nonresident alien employee. In this example, the employer would with- hold $31 in federal income tax from the weekly wages of the nonresident alien employee. The $226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the']","In the example, the employer uses the Wage Bracket Method and withholds $31 in federal income tax from the employee's weekly wages.",0.8333333332916666,1.0
gd_022,3,Does the special nonresident alien withholding adjustment apply to supplemental wage payments?,"['of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An', 'wages paid to a nonresident alien em- ployee performing services in the United States, use the following steps. Step 1. Determine if the nonresident alien employee has submitted a Form W -4 for 2020 or later or an earlier Form W-4. Then add to the wages paid to the nonresident alien employee for the payroll period the amount for the applica- ble type of Form W-4 and payroll period. If the nonresident alien employee was first paid wages before 2020 and has not submitted a Form W -4 for 2020 or later, add the amount shown in T able 1 to their wages for calculating federal income tax withholding. Table 1 Payroll period Add additional Weekly ............................ $226.90 Biweekly', '$226.90 added to wages for calculating income tax withholding isn’t reported on Form W -2 and doesn’t in- crease the income tax liability of the employee. Also, the $226.90 added to wages doesn’t affect the social security tax or Medicare tax liability of the employer or the em- ployee, or the FUTA tax liability of the employer. Supplemental wage payment. This procedure for deter- mining the amount of federal income tax withholding for nonresident alien employees doesn’t apply to a supple- mental wage payment (see section 7 of Pub. 15) if the 37% mandatory flat rate withholding applies or if the 22% optional flat rate withholding is being used to figure in- come tax withholding on the']",The special procedure does not apply to a supplemental wage payment when the 37% mandatory flat rate withholding applies or when the 22% optional flat rate withholding is being used to figure income tax withholding on the supplemental wage payment.,0.3333333333,1.0
gd_023,3,What is Form W-4P used for?,"['Paper substitute forms must include the in- structions and worksheets for Form W -4P rather than pro- viding a web address to the instructions on . How To Treat 2021 and Earlier Forms W-4P as if They Were 2022 or Later Forms W-4P Payers may use an optional computational bridge to treat 2021 and earlier Forms W-4P as if they were 2022 or later Forms W -4P for purposes of figuring federal income tax withholding. This computational bridge can reduce system complexity by allowing payers to permanently use compu- tational procedures and data fields for a 2022 and later Form W -4P to arrive at the equivalent withholding for a payee that would have applied using the computational procedures and', 'account specifically tied to the payee, you need not require the payee to submit this personal infor- mation again when completing an electronic substitute, as long as the account where the election is being made is directly or indirectly linked to the electronically stored per- sonal information. Telephonic submissions of Form W -4P . Payers may provide for telephonic submissions of Form W -4P . Y ou must use a script that includes all portions of the first page of the paper Form W -4P from Steps 1(c)–4(c), including the step titles and text between Steps 1 and 2, with the fol- lowing exceptions. • On Step 2, the script can stop right before “See page 2 for examples on how to complete Step', 'on a 2021 or earlier Form W-4P . Enter $8,600 if the payee’s filing status is “Single or Married filing separately” or $12,900 if the payee’s filing status is “Married filing jointly.” 3. Multiply the number of allowances claimed on line 2 of a payee’s 2021 or earlier Form W-4P by $4,300 and enter the result in Step 4(b) on a 2022 or later Form W-4P . 4. Enter the additional amount of withholding requested by the payee on line 3 of their 2021 or earlier Form W-4P in Step 4(c) of a 2022 or later Form W-4P . If you use this computational bridge, you will skip Steps 1(j)–(l) and any other instructions on Worksheet 1B that reference a 2021 or earlier Form W-4P . Caution: This computational']","Payees use Form W-4P to have payers withhold the correct amount of federal income tax from periodic pension, annuity, profit-sharing and stock bonus plan, or IRA payments.",0.8333333332916666,1.0
gd_024,3,What happens when a payee checks No withholding on a 2026 or later Form W-4P?,"['withholding. Form W -4P contains 5 steps. Every Form W-4P payers receive from a payee in 2022 or later should show a completed Step 1 (name, address, SSN, and filing status) and a dated signature in Step 5. Payees complete Steps 2, 3, and/or 4 only if relevant to their personal situa- tions. Steps 2, 3, and 4 show adjustments that affect with- holding calculations. For payees completing one or more of Steps 2, 3, and/or 4 on a 2022 or later Form W-4P , adjustments are as follows. Step 2. If the payee completes Step 2, the payer will use the amount in Step 2(b)(iii) from a 2022 or later Form W-4P in Worksheet 1B to figure income tax withholding. Tip: Consider advising payees to use the IRS T', 'allowan- ces on a 2021 or earlier Form W-4P , tax will be withheld on a payment that is at least $2,690 per month. Choosing not to have income tax withheld. A payee who checks the box for “No withholding” on a 2026 or later Form W-4P below Step 4(c) shall have no federal income tax withheld from their periodic pension or annuity pay- ments. On a 2022 through 2025 Form W -4P , the payee would have made this election by writing “No Withholding” below Step 4(c). In the case of a payer that used the 2021 Form W -4P for 2022, a payee who checked the box of line 1 of the 2021 Form W -4P shall have no federal in- come tax withheld from their periodic pension or annuity payments. Regardless of the', 'as if they had no entries on lines 1 and 3 and had completed line 2 indicat- ing a status of Single, and claiming zero allowances. If a payee received their first periodic pension or annuity pay- ment before 2022 and had failed to furnish a Form W -4P when those payments began, you must continue to with- hold on those periodic payments as if the recipient were married claiming three withholding allowances on a Form W-4P for 2021 or earlier, unless the payee furnishes a Form W-4P requesting a change in withholding. If a payee is treated as married claiming three withholding allowan- ces on a 2021 or earlier Form W-4P , tax will be withheld on a payment that is at least $2,690 per month.']",A payee who checks the No withholding box on a 2026 or later Form W-4P below Step 4(c) will have no federal income tax withheld from periodic pension or annuity payments.,0.5833333333041666,1.0
gd_025,3,What alternative methods can be used for figuring federal income tax withholding?,"['Fileid: … ation-15-t/2026/a/xml/cycle07/source 15:14 - 3-Dec-2025 The type and rule above prints on all proofs including departmental reproduction proofs. MUST be removed before printing. 6. Alternative Methods for Figuring Withholding Y ou may use various methods for figuring federal income tax withholding. The methods described next may be used instead of the Percentage Method and Wage Bracket Method discussed earlier in this publication. Use the method that best suits your payroll system and employ- ees. Caution: Employers must use a modified procedure to figure the amount of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative', 'at /pub/irs-irbs/irb99-04.pdf. Introduction This publication supplements Pub. 15, Employer’s T ax Guide. It describes how to figure withholding using the Wage Bracket Method or Percentage Method, describes the alternative methods for figuring withholding, and pro- vides the T ables for Withholding on Distributions of Indian Gaming Profits to T ribal Members. Although this publication may be used in certain situa- tions to figure federal income tax withholding on supple- mental wages, the methods of withholding described in this publication can’t be used if the 37% mandatory flat rate withholding applies or if the 22% optional flat rate withholding is used to figure federal income tax', 'of federal income tax withholding on the wages of nonresident alien employees. Before you use any of the alternative methods to figure the federal income tax withholding on the wages of nonresident alien employ- ees, see Withholding Adjustment for Nonresident Alien Employees, earlier. Annualized wages. The Percentage Method T ables for Automated Payroll Systems in section 1 and Worksheet 1A allow you to figure federal income tax withholding based on annualized wages. Average estimated wages. Y ou may withhold the tax for a payroll period based on estimated average wages, with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An']","Publication 15-T describes alternative methods including annualized wages, average estimated wages, and cumulative wages. These methods may be used instead of the Percentage Method and Wage Bracket Method.",0.9999999999666667,0.5
gd_026,3,How does the cumulative wages method work?,"['with necessary adjustments, for any quarter. For details, see Regulations section 31.3402(h)(1)-1. Cumulative wages. An employee may ask you, in writ- ing, to withhold tax on cumulative wages. If you agree to do so, and you’ve paid the employee for the same kind of payroll period (weekly, biweekly, etc.) since the beginning of the year, you may figure the tax as follows. Add the wages you’ve paid the employee for the current calendar year to the current payroll period amount. Divide this amount by the number of payroll periods so far this year, including the current period. Figure the withholding on this amount, and multiply the withholding by the num- ber of payroll periods so far this', 'by the part-year method. 1. Add the wages to be paid to the employee for the cur- rent payroll period to any wages that you’ve already paid to the employee in the current term of continuous employment. See the definition for “term of continu- ous employment,” later. 2. Add the number of payroll periods used in step 1 to the number of payroll periods between the employee’s last employment and current employment. T o find the number of periods between the last employment and current employment, divide the number of calendar days between the employee’s last day of earlier em- ployment (or the previous December 31, if later) and the first day of current employment by the number of calendar days', 'Figure the withholding on this amount, and multiply the withholding by the num- ber of payroll periods so far this year, including the current period. Subtract the total tax already deducted and with- held during the calendar year from the total amount of tax calculated. The excess is the amount to withhold for the current payroll period. See Revenue Procedure 78 -8, 1978-1 C.B. 562, for an example of the cumulative method. Part-year employment. A part -year employee who fig- ures income tax on a calendar -year basis may ask you to withhold tax by the part-year employment method. The re- quest must be in writing, must be under penalties of per- jury, and must contain the following']","For cumulative wages, the employer adds the wages paid to the employee during the current calendar year to the current payroll period amount, divides the total by the number of payroll periods so far in the year including the current period, calculates withholding on that average amount, and multiplies the withholding by the number of payroll periods so far including the current period.",0.8333333332916666,1.0
