question_id,user_input,reference,llm_context_precision_with_reference_baseline,context_recall_baseline,llm_context_precision_with_reference_stronger_reranker,context_recall_stronger_reranker,llm_context_precision_with_reference_score_threshold,context_recall_score_threshold,llm_context_precision_with_reference_hybrid_bm25,context_recall_hybrid_bm25,llm_context_precision_with_reference_query_expansion,context_recall_query_expansion,llm_context_precision_with_reference_combined,context_recall_combined,llm_context_precision_with_reference_delta_stronger_reranker,llm_context_precision_with_reference_improved_stronger_reranker,context_recall_delta_stronger_reranker,context_recall_improved_stronger_reranker,llm_context_precision_with_reference_delta_score_threshold,llm_context_precision_with_reference_improved_score_threshold,context_recall_delta_score_threshold,context_recall_improved_score_threshold,llm_context_precision_with_reference_delta_hybrid_bm25,llm_context_precision_with_reference_improved_hybrid_bm25,context_recall_delta_hybrid_bm25,context_recall_improved_hybrid_bm25,llm_context_precision_with_reference_delta_query_expansion,llm_context_precision_with_reference_improved_query_expansion,context_recall_delta_query_expansion,context_recall_improved_query_expansion,llm_context_precision_with_reference_delta_combined,llm_context_precision_with_reference_improved_combined,context_recall_delta_combined,context_recall_improved_combined
gd_011,What is the difference between the Percentage Method and Wage Bracket Method?,"Publication 15-T provides both Percentage Method and Wage Bracket Method tables. The Wage Bracket Method is used for manual payroll systems and has tables organized by wage ranges, filing status, payroll period, and withholding choices. The publication also provides Percentage Method tables for automated and manual payroll systems.",0.3333333333,1.0,0.19999999998,1.0,0.3333333333,1.0,0.3333333333,1.0,0.3333333333,1.0,0.32499999998375,1.0,-0.13333333331999997,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,-0.008333333316249969,False,0.0,False
gd_012,When should the Percentage Method tables be used instead of the Wage Bracket Method tables?,"For 2019 or earlier Forms W-4, if the Wage Bracket Method cannot be used because taxable wages exceed the amount from the last bracket or the employee claimed more than 10 allowances, the Percentage Method tables should be used.",0.8041666666465626,1.0,0.8874999999778125,1.0,0.8041666666465626,1.0,0.8041666666465626,1.0,0.8041666666465626,1.0,0.8874999999778125,1.0,0.08333333333124993,True,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.08333333333124993,True,0.0,False
gd_013,What is the special withholding adjustment for nonresident alien employees?,Employers must use the special procedure in Publication 15-T to figure federal income tax withholding for nonresident alien employees performing services within the United States when their wages are subject to income tax withholding. The procedure determines whether Table 1 or Table 2 applies and adds the applicable amount to wages solely for calculating federal income tax withholding.,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,0.5,0.99999999998,1.0,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,-0.5,False,0.0,False,0.0,False
gd_014,Are nonresident alien students from India subject to the special withholding adjustment procedure?,No. Nonresident alien students from India and business apprentices from India are not subject to the special withholding adjustment procedure described for nonresident alien employees.,0.99999999995,1.0,0.8666666666377778,0.5,0.9999999999,0.5,0.99999999995,1.0,0.99999999995,1.0,0.9999999999,1.0,-0.1333333333122222,False,-0.5,False,-5.000000413701855e-11,False,-0.5,False,0.0,False,0.0,False,0.0,False,0.0,False,-5.000000413701855e-11,False,0.0,False
gd_015,How much additional income is added for a weekly payroll period under Table 1 for a nonresident alien employee who was first paid before 2020 and has not submitted a 2020 or later Form W-4?,"For a weekly payroll period, $226.90 is added to wages under Table 1.",0.94999999997625,1.0,0.9166666666361111,1.0,0.94999999997625,1.0,0.94999999997625,1.0,0.94999999997625,1.0,0.9166666666361111,1.0,-0.03333333334013888,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,-0.03333333334013888,False,0.0,False
gd_016,How much additional income is added for a weekly payroll period under Table 2?,"For a weekly payroll period, $309.60 is added to wages under Table 2.",0.49999999995,1.0,0.9999999999,1.0,0.49999999995,1.0,0.49999999995,1.0,0.0,0.0,0.9999999999,1.0,0.49999999995,True,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,-0.49999999995,False,-1.0,False,0.49999999995,True,0.0,False
gd_017,How much additional income is added under Table 2 for a monthly payroll period?,"For a monthly payroll period, $1,341.70 is added to wages under Table 2.",0.49999999995,1.0,0.9999999999,1.0,0.49999999995,1.0,0.49999999995,1.0,0.49999999995,1.0,0.9999999999,1.0,0.49999999995,True,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.49999999995,True,0.0,False
gd_018,Are the additional amounts from Tables 1 and 2 reported on Form W-2?,No. The amounts added from Tables 1 and 2 are used solely for calculating federal income tax withholding. They should not be included in any box on Form W-2 and do not increase the employee's income tax liability.,0.7499999999625,1.0,0.699999999965,1.0,0.9999999999,1.0,0.8666666666377778,1.0,0.9999999999,1.0,0.99999999995,1.0,-0.049999999997500044,False,0.0,False,0.2499999999375,True,0.0,False,0.11666666667527781,True,0.0,False,0.2499999999375,True,0.0,False,0.2499999999875,True,0.0,False
gd_019,Do the amounts added from Tables 1 and 2 affect Social Security or Medicare taxes?,No. The amounts added from Tables 1 and 2 for the nonresident alien withholding adjustment do not increase the Social Security tax or Medicare tax liability of either the employer or employee. They also do not increase FUTA tax liability of the employer.,0.94999999997625,1.0,0.99999999998,1.0,0.99999999995,1.0,0.94999999997625,0.6666666666666666,0.94999999997625,1.0,0.99999999995,1.0,0.050000000003750045,True,0.0,False,0.04999999997375004,True,0.0,False,0.0,False,-0.33333333333333337,False,0.0,False,0.0,False,0.04999999997375004,True,0.0,False
gd_020,A nonresident alien employee earns $300 in weekly wages and has a qualifying 2019 Form W-4. What amount of wages is used for calculating federal income tax withholding under the example in Publication 15-T?,"The employer adds $226.90 from Table 1 to the $300 of weekly wages, resulting in $526.90 of wages used for calculating federal income tax withholding.",0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_021,"In the $300 weekly wage example for a nonresident alien employee, how much federal income tax is withheld?","In the example, the employer uses the Wage Bracket Method and withholds $31 in federal income tax from the employee's weekly wages.",0.99999999995,1.0,0.8666666666377778,1.0,0.99999999995,1.0,0.99999999995,1.0,0.99999999995,1.0,0.99999999995,1.0,-0.1333333333122222,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_022,Does the special nonresident alien withholding adjustment apply to supplemental wage payments?,The special procedure does not apply to a supplemental wage payment when the 37% mandatory flat rate withholding applies or when the 22% optional flat rate withholding is being used to figure income tax withholding on the supplemental wage payment.,0.9999999999,1.0,0.9999999999,1.0,0.9999999999,1.0,0.9999999999,1.0,0.9999999999,1.0,0.9999999999,1.0,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_023,What is Form W-4P used for?,"Payees use Form W-4P to have payers withhold the correct amount of federal income tax from periodic pension, annuity, profit-sharing and stock bonus plan, or IRA payments.",0.94999999997625,1.0,0.9999999999666667,1.0,0.94999999997625,1.0,0.999999999975,1.0,0.94999999997625,1.0,0.94999999997625,1.0,0.04999999999041671,True,0.0,False,0.0,False,0.0,False,0.049999999998750044,True,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_024,What happens when a payee checks No withholding on a 2026 or later Form W-4P?,A payee who checks the No withholding box on a 2026 or later Form W-4P below Step 4(c) will have no federal income tax withheld from periodic pension or annuity payments.,0.8666666666377778,1.0,0.699999999965,1.0,0.699999999965,1.0,0.8666666666377778,1.0,0.94999999997625,1.0,0.8666666666377778,1.0,-0.16666666667277785,False,0.0,False,-0.16666666667277785,False,0.0,False,0.0,False,0.0,False,0.08333333333847215,True,0.0,False,0.0,False,0.0,False
gd_025,What alternative methods can be used for figuring federal income tax withholding?,"Publication 15-T describes alternative methods including annualized wages, average estimated wages, and cumulative wages. These methods may be used instead of the Percentage Method and Wage Bracket Method.",0.8666666666377778,0.5,0.9166666666361111,1.0,0.8666666666377778,1.0,0.9166666666361111,1.0,0.8666666666377778,0.5,0.9166666666361111,1.0,0.04999999999833327,True,0.5,True,0.0,False,0.5,True,0.04999999999833327,True,0.5,True,0.0,False,0.0,False,0.04999999999833327,True,0.5,True
gd_026,How does the cumulative wages method work?,"For cumulative wages, the employer adds the wages paid to the employee during the current calendar year to the current payroll period amount, divides the total by the number of payroll periods so far in the year including the current period, calculates withholding on that average amount, and multiplies the withholding by the number of payroll periods so far including the current period.",0.8666666666377778,1.0,0.999999999975,1.0,0.99999999995,1.0,0.8666666666377778,1.0,0.94999999997625,1.0,0.9999999999666667,1.0,0.1333333333372222,True,0.0,False,0.1333333333122222,True,0.0,False,0.0,False,0.0,False,0.08333333333847215,True,0.0,False,0.13333333332888886,True,0.0,False
gd_027,What is the IRS Tax Withholding Estimator used for according to Publication 15-T?,"Publication 15-T recommends the IRS Tax Withholding Estimator when completing Form W-4 or Form W-4P in situations where more accurate withholding may be useful, such as multiple jobs, part-year work, or other income and tax situations.",0.4777777777618519,1.0,0.4166666666458333,1.0,0.4777777777618519,1.0,0.32499999998375,1.0,0.4777777777618519,1.0,0.32499999998375,1.0,-0.06111111111601858,False,0.0,False,0.0,False,0.0,False,-0.15277777777810186,False,0.0,False,0.0,False,0.0,False,-0.15277777777810186,False,0.0,False
gd_028,What is the purpose of the 2019 and earlier Form W-4 computational bridge?,"The computational bridge allows employers to treat 2019 and earlier Forms W-4 as if they were 2020 or later Forms W-4 for purposes of figuring federal income tax withholding, using equivalent computational procedures and data fields.",0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_029,What special rule applies when converting a nonresident alien employee's 2019 or earlier Form W-4 using the computational bridge?,"When converting a nonresident alien employee's 2019 or earlier Form W-4 to a 2020 or later Form W-4, $4,300 must always be entered in Step 4(a) for the second adjustment, and Table 2 must be used when adding an amount to wages for figuring federal income tax withholding.",0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.99999999998,1.0,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_030,What must an electronic Form W-4 system provide for nonresident alien status?,An electronic Form W-4 system must provide a field for nonresident aliens to enter their nonresident alien status.,0.8333333332916666,1.0,0.8041666666465626,1.0,0.8333333332916666,1.0,0.99999999995,1.0,0.8333333332916666,1.0,0.8041666666465626,1.0,-0.029166666645104034,False,0.0,False,0.0,False,0.0,False,0.1666666666583334,True,0.0,False,0.0,False,0.0,False,-0.029166666645104034,False,0.0,False
