question_id,user_input,reference,llm_context_precision_with_reference_baseline,context_recall_baseline,retrieval_latency_ms_baseline,llm_context_precision_with_reference_stronger_reranker,context_recall_stronger_reranker,retrieval_latency_ms_stronger_reranker,llm_context_precision_with_reference_score_threshold,context_recall_score_threshold,retrieval_latency_ms_score_threshold,llm_context_precision_with_reference_hybrid_bm25,context_recall_hybrid_bm25,retrieval_latency_ms_hybrid_bm25,llm_context_precision_with_reference_combined,context_recall_combined,retrieval_latency_ms_combined,llm_context_precision_with_reference_delta_stronger_reranker,llm_context_precision_with_reference_improved_stronger_reranker,context_recall_delta_stronger_reranker,context_recall_improved_stronger_reranker,llm_context_precision_with_reference_delta_score_threshold,llm_context_precision_with_reference_improved_score_threshold,context_recall_delta_score_threshold,context_recall_improved_score_threshold,llm_context_precision_with_reference_delta_hybrid_bm25,llm_context_precision_with_reference_improved_hybrid_bm25,context_recall_delta_hybrid_bm25,context_recall_improved_hybrid_bm25,llm_context_precision_with_reference_delta_combined,llm_context_precision_with_reference_improved_combined,context_recall_delta_combined,context_recall_improved_combined
gd_011,What is the difference between the Percentage Method and Wage Bracket Method?,"Publication 15-T provides both Percentage Method and Wage Bracket Method tables. The Wage Bracket Method is used for manual payroll systems and has tables organized by wage ranges, filing status, payroll period, and withholding choices. The publication also provides Percentage Method tables for automated and manual payroll systems.",0.3333333333,1.0,966.4437999999791,0.249999999975,1.0,1827.5039999998626,,,916.1283000003095,0.36666666664833336,1.0,303.76760000035574,0.249999999975,1.0,594.370800001343,-0.08333333332499998,False,0.0,False,,False,,False,0.03333333334833338,True,0.0,False,-0.08333333332499998,False,0.0,False
gd_012,When should the Percentage Method tables be used instead of the Wage Bracket Method tables?,"For 2019 or earlier Forms W-4, if the Wage Bracket Method cannot be used because taxable wages exceed the amount from the last bracket or the employee claimed more than 10 allowances, the Percentage Method tables should be used.",0.8041666666465626,1.0,619.3002999998498,0.8874999999778125,1.0,1096.1998000002495,,,577.4436000001515,0.8041666666465626,1.0,316.96589999955904,0.8874999999778125,1.0,615.4389000002993,0.08333333333124993,True,0.0,False,,False,,False,0.0,False,0.0,False,0.08333333333124993,True,0.0,False
gd_013,What is the special withholding adjustment for nonresident alien employees?,Employers must use the special procedure in Publication 15-T to figure federal income tax withholding for nonresident alien employees performing services within the United States when their wages are subject to income tax withholding. The procedure determines whether Table 1 or Table 2 applies and adds the applicable amount to wages solely for calculating federal income tax withholding.,0.999999999975,1.0,872.4348999994618,0.99999999998,1.0,1555.8303999996497,,,813.5434999994686,0.99999999998,1.0,471.6305000001739,0.99999999998,1.0,924.4068999996671,5.000000413701855e-12,True,0.0,False,,False,,False,5.000000413701855e-12,True,0.0,False,5.000000413701855e-12,True,0.0,False
gd_014,Are nonresident alien students from India subject to the special withholding adjustment procedure?,No. Nonresident alien students from India and business apprentices from India are not subject to the special withholding adjustment procedure described for nonresident alien employees.,0.99999999995,1.0,957.9641000000265,0.8666666666377778,0.5,1608.0097000003661,,,837.4426999998832,0.99999999995,1.0,480.89769999933196,0.9999999999,1.0,959.6818999998504,-0.1333333333122222,False,-0.5,False,,False,,False,0.0,False,0.0,False,-5.000000413701855e-11,False,0.0,False
gd_015,How much additional income is added for a weekly payroll period under Table 1 for a nonresident alien employee who was first paid before 2020 and has not submitted a 2020 or later Form W-4?,"For a weekly payroll period, $226.90 is added to wages under Table 1.",0.94999999997625,1.0,1107.912899999974,0.9166666666361111,1.0,1993.1411999996271,,,996.9129999999495,0.94999999997625,1.0,574.0256999997655,0.9166666666361111,1.0,1178.6575999994966,-0.03333333334013888,False,0.0,False,,False,,False,0.0,False,0.0,False,-0.03333333334013888,False,0.0,False
gd_016,How much additional income is added for a weekly payroll period under Table 2?,"For a weekly payroll period, $309.60 is added to wages under Table 2.",0.49999999995,1.0,1020.7949000005101,0.9999999999,1.0,1761.1158999998224,,,911.7444000003161,0.49999999995,1.0,542.9999000007228,0.9999999999,1.0,1053.0356000017491,0.49999999995,True,0.0,False,,False,,False,0.0,False,0.0,False,0.49999999995,True,0.0,False
gd_017,How much additional income is added under Table 2 for a monthly payroll period?,"For a monthly payroll period, $1,341.70 is added to wages under Table 2.",0.49999999995,1.0,1005.289200000334,0.9999999999,1.0,1788.6496000000989,,,942.3573000003671,0.49999999995,1.0,527.2129000004497,0.9999999999,1.0,1156.6774000002624,0.49999999995,True,0.0,False,,False,,False,0.0,False,0.0,False,0.49999999995,True,0.0,False
gd_018,Are the additional amounts from Tables 1 and 2 reported on Form W-2?,No. The amounts added from Tables 1 and 2 are used solely for calculating federal income tax withholding. They should not be included in any box on Form W-2 and do not increase the employee's income tax liability.,0.7499999999625,0.6666666666666666,1023.0810000002748,0.699999999965,1.0,1832.1558999996341,,,989.957100000538,0.8666666666377778,1.0,537.7619000009872,0.99999999995,1.0,1516.9351000004099,-0.049999999997500044,False,0.33333333333333337,True,,False,,False,0.11666666667527781,True,0.33333333333333337,True,0.2499999999875,True,0.33333333333333337,True
gd_019,Do the amounts added from Tables 1 and 2 affect Social Security or Medicare taxes?,No. The amounts added from Tables 1 and 2 for the nonresident alien withholding adjustment do not increase the Social Security tax or Medicare tax liability of either the employer or employee. They also do not increase FUTA tax liability of the employer.,0.99999999998,1.0,880.5222000000867,0.999999999975,1.0,1594.3785999998,,,831.0220999992453,0.99999999998,1.0,467.73319999920204,0.99999999995,1.0,1349.635099999432,-5.000000413701855e-12,False,0.0,False,,False,,False,0.0,False,0.0,False,-3.000000248221113e-11,False,0.0,False
gd_020,A nonresident alien employee earns $300 in weekly wages and has a qualifying 2019 Form W-4. What amount of wages is used for calculating federal income tax withholding under the example in Publication 15-T?,"The employer adds $226.90 from Table 1 to the $300 of weekly wages, resulting in $526.90 of wages used for calculating federal income tax withholding.",0.99999999998,1.0,988.7964999998076,0.99999999998,1.0,1720.6400000004578,,1.0,899.8731000001499,0.99999999998,1.0,540.520500000639,0.99999999998,1.0,1443.5195000005479,0.0,False,0.0,False,,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_021,"In the $300 weekly wage example for a nonresident alien employee, how much federal income tax is withheld?","In the example, the employer uses the Wage Bracket Method and withholds $31 in federal income tax from the employee's weekly wages.",0.99999999995,1.0,992.9855999998836,0.99999999995,1.0,1743.8188999994964,0.99999999995,1.0,902.984600000309,0.99999999995,1.0,564.4830000001093,0.8666666666377778,1.0,1453.3928000000742,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,-0.1333333333122222,False,0.0,False
gd_022,Does the special nonresident alien withholding adjustment apply to supplemental wage payments?,The special procedure does not apply to a supplemental wage payment when the 37% mandatory flat rate withholding applies or when the 22% optional flat rate withholding is being used to figure income tax withholding on the supplemental wage payment.,0.9999999999,1.0,896.9723999998678,0.9999999999,1.0,1612.1198000000732,0.9999999999,1.0,812.3487999991994,0.9999999999,1.0,526.208700001007,0.9999999999,1.0,1328.7825000006706,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_023,What is Form W-4P used for?,"Payees use Form W-4P to have payers withhold the correct amount of federal income tax from periodic pension, annuity, profit-sharing and stock bonus plan, or IRA payments.",0.94999999997625,1.0,1000.5141999999978,0.9999999999666667,1.0,1762.407300000632,0.94999999997625,1.0,962.0271000003413,0.999999999975,1.0,267.55819999925734,0.94999999997625,1.0,709.5526000011887,0.04999999999041671,True,0.0,False,0.0,False,0.0,False,0.049999999998750044,True,0.0,False,0.0,False,0.0,False
gd_024,What happens when a payee checks No withholding on a 2026 or later Form W-4P?,A payee who checks the No withholding box on a 2026 or later Form W-4P below Step 4(c) will have no federal income tax withheld from periodic pension or annuity payments.,0.8666666666377778,1.0,525.1963999999134,0.8666666666377778,1.0,973.6537999997381,0.94999999997625,1.0,505.6267999998454,0.94999999997625,1.0,279.93590000005497,0.8874999999778125,1.0,764.9887999996281,0.0,False,0.0,False,0.08333333333847215,True,0.0,False,0.08333333333847215,True,0.0,False,0.020833333340034677,True,0.0,False
gd_025,What alternative methods can be used for figuring federal income tax withholding?,"Publication 15-T describes alternative methods including annualized wages, average estimated wages, and cumulative wages. These methods may be used instead of the Percentage Method and Wage Bracket Method.",0.8666666666377778,0.5,958.2253000007768,0.9166666666361111,1.0,1748.655499999586,0.8666666666377778,0.5,902.2953000003326,0.9166666666361111,0.5,477.61280000122497,0.9999999999666667,1.0,1297.062099998584,0.04999999999833327,True,0.5,True,0.0,False,0.0,False,0.04999999999833327,True,0.0,False,0.13333333332888886,True,0.5,True
gd_026,How does the cumulative wages method work?,"For cumulative wages, the employer adds the wages paid to the employee during the current calendar year to the current payroll period amount, divides the total by the number of payroll periods so far in the year including the current period, calculates withholding on that average amount, and multiplies the withholding by the number of payroll periods so far including the current period.",0.94999999997625,1.0,864.9516999994376,0.9166666666361111,1.0,1608.9404000003924,0.99999999995,1.0,848.7088000001677,0.8666666666377778,1.0,299.26309999973455,0.9999999999666667,1.0,840.2041999997891,-0.03333333334013888,False,0.0,False,0.04999999997375004,True,0.0,False,-0.08333333333847215,False,0.0,False,0.04999999999041671,True,0.0,False
gd_027,What is the IRS Tax Withholding Estimator used for according to Publication 15-T?,"Publication 15-T recommends the IRS Tax Withholding Estimator when completing Form W-4 or Form W-4P in situations where more accurate withholding may be useful, such as multiple jobs, part-year work, or other income and tax situations.",0.4777777777618519,1.0,899.1886000003433,0.4166666666458333,1.0,1651.5196000000287,0.4777777777618519,1.0,833.0768999994689,0.32499999998375,1.0,307.48180000045977,0.32499999998375,1.0,843.9971999996487,-0.06111111111601858,False,0.0,False,0.0,False,0.0,False,-0.15277777777810186,False,0.0,False,-0.15277777777810186,False,0.0,False
gd_028,What is the purpose of the 2019 and earlier Form W-4 computational bridge?,"The computational bridge allows employers to treat 2019 and earlier Forms W-4 as if they were 2020 or later Forms W-4 for purposes of figuring federal income tax withholding, using equivalent computational procedures and data fields.",0.99999999998,1.0,566.4463000002797,0.99999999998,1.0,931.2627999997858,0.99999999998,1.0,484.10989999956655,0.99999999998,1.0,262.80210000004445,0.99999999998,1.0,737.0971999989706,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_029,What special rule applies when converting a nonresident alien employee's 2019 or earlier Form W-4 using the computational bridge?,"When converting a nonresident alien employee's 2019 or earlier Form W-4 to a 2020 or later Form W-4, $4,300 must always be entered in Step 4(a) for the second adjustment, and Table 2 must be used when adding an amount to wages for figuring federal income tax withholding.",0.99999999998,1.0,525.0373999997464,0.99999999998,1.0,958.3652000001166,0.99999999998,1.0,476.72070000044187,0.99999999998,1.0,331.9167000008747,0.99999999998,1.0,842.2031000009156,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False
gd_030,What must an electronic Form W-4 system provide for nonresident alien status?,An electronic Form W-4 system must provide a field for nonresident aliens to enter their nonresident alien status.,0.8333333332916666,1.0,494.68830000023445,0.8041666666465626,1.0,895.4969000005804,0.8333333332916666,1.0,474.2504000005283,0.99999999995,1.0,374.56639999982144,0.999999999975,1.0,745.2959000002011,-0.029166666645104034,False,0.0,False,0.0,False,0.0,False,0.1666666666583334,True,0.0,False,0.1666666666833334,True,0.0,False
